author,text,published_at,like_count,source,weekly_period,cluster
user_29587,"semangat pak roy suryo dkk, apa pun hasil nya bagi sy anda pemenangnya, karna sy juga yakin betul itu palsu keliat dari rentetan otaknya",2025-05-05 00:12:00,0,debat_tv_one,2025-05-05,3
user_26321,"masyarakat menilai ro😊y suryo, yg bikin ribet",2025-05-05 00:12:01,0,ijasah_ditunjukan,2025-05-05,3
user_51690,roy suryo😂😂😂 buang ke laut aja manusia manusia semacam ini sama antek anteknya,2025-05-05 00:13:24,0,ijasah_ditunjukan,2025-05-05,3
user_8804,roy suryo iku dancokkk,2025-05-05 00:15:28,0,ijasah_ditunjukan,2025-05-05,3
user_51690,lagu indonesia raya aja tidak hafal roy suryo ni....lha jokowi rakyat indonesia semua hafal😂😂,2025-05-05 00:16:59,0,ijasah_ditunjukan,2025-05-05,3
user_53616,"biarkan hukum yg membuktikan....roy suryo tersangka utama yg katanya akhli dlm ...yg ternyata abal""...",2025-05-05 00:26:38,0,ijasah_ditunjukan,2025-05-05,3
user_56061,anggap aja getombolan roy suryo ini gerombolan orang orang gila,2025-05-05 00:30:35,0,ijasah_ditunjukan,2025-05-05,3
user_417,"masarakat sudah menilai bung roy panci, memang bung itu kelompok gerombolan sakit jiwa",2025-05-05 00:37:34,0,ijasah_ditunjukan,2025-05-05,3
user_45344,kek nya roy dkk ini kelaparan... entah apa jg untungnya buat mereka..😂😂😂 kek gak ada kerjaan lagi aja😂😂😂,2025-05-05 00:44:55,0,ijasah_ditunjukan,2025-05-05,3
user_29346,"smg jokowi terbukti pengguna ijazah palsu, dsn bisa hidup berkelanjutan di penjara, tdk berhenti sampai disitu, tp berikutnya menyasar kpd wapres ddr gibran, yg sama2 pengguna ijazah yg diragukan, duuh bp n anaknya podo2 gendenge..., pa roy dkk, teruskan perjuanganmu, smg berhasil n sukses tuk bangsa indonesia, aamiin yra🤲🤲🤲",2025-05-05 00:48:06,7,ijasah_ditunjukan,2025-05-05,3
user_47765,roy suryo bisa nya apa...sewaktu diberi kesempatan jabatan menteri pun bisa apa....cari pansos....,2025-05-05 00:49:28,0,ijasah_ditunjukan,2025-05-05,3
user_48141,sdhlah roy sakit hati malah berakhir dibui nanti jangan banyak bacot.,2025-05-05 00:58:33,0,ijasah_ditunjukan,2025-05-05,3
user_48783,masuk penjara lagi roy ini nggak tobat2😂,2025-05-05 00:58:57,0,ijasah_ditunjukan,2025-05-05,3
user_4304,roysuryo ketakutan😂😂😂😂😂😂 kmi tidak bodoh bodoh amat bang roy,2025-05-05 00:59:40,0,ijasah_ditunjukan,2025-05-05,3
user_11099,roy.. kamu kok suka sukamu membuat tuduhan. kamu mau saya bilang punya istri empat ? dan itu kamu bukti kalau tdk benar ?,2025-05-05 01:02:24,0,ijasah_ditunjukan,2025-05-05,3
user_12883,si suryo gaya bicaranya sambil hatinya waswas ketakutan,2025-05-05 01:03:16,0,ijasah_ditunjukan,2025-05-05,3
user_16236,udlah siap2 kebui aja kau roy,2025-05-05 01:05:14,0,ijasah_ditunjukan,2025-05-05,3
user_53983,"roy suryo, jualan mulut emang lihai, , cba nanti klau dh masuk ke penyidikan.,",2025-05-05 01:07:48,0,ijasah_ditunjukan,2025-05-05,3
user_10302,semoga roy dkk nanti di penjara sampai tua🤣 biar gak bikin gaduh terus,2025-05-05 01:08:31,0,ijasah_ditunjukan,2025-05-05,3
user_12883,udh..suryo..ellu tunggu aja di penjara....jgn banyak bacot😮😮😮,2025-05-05 01:11:31,0,ijasah_ditunjukan,2025-05-05,3
user_50804,si roy katanya kencing di celaaanaa.. ketika pak jokowi melapor alhamdulillahhhhhh,2025-05-05 01:22:31,1,ijasah_ditunjukan,2025-05-05,3
user_51813,roy busuk hatinya,2025-05-05 01:25:29,0,ijasah_ditunjukan,2025-05-05,3
user_43066,"orang skit hti ya kyk gitu, intinya klu memang ijzah asli, suryo dn kawan kawanya walaupun ibu ibu harus di penjarakn sesuai hukum. tpi klu ijazah joko wi yg palsu juga harus di hikum sesuai hukum yg berlaku, biar jls.",2025-05-05 01:25:56,0,ijasah_ditunjukan,2025-05-05,3
user_32906,mau palsu mau asli hidup saya bahagia bersama keluarga kecil saya 😊,2025-05-05 01:28:37,0,ijasah_ditunjukan,2025-05-05,3
user_649,roy panci ini bukan doktor bukan pakar roy panci cuma sarjana s1 komunikasi,2025-05-05 01:30:34,0,ijasah_ditunjukan,2025-05-05,3
user_51813,lambeturah roy panci.,2025-05-05 01:31:30,0,ijasah_ditunjukan,2025-05-05,3
user_33649,bang roy hehehehe ingan anda juga pasti org jenius. harus sadar karna manusia itu sabar itu ada batas nya.,2025-05-05 01:38:17,0,ijasah_ditunjukan,2025-05-05,3
user_13764,"harusnya gentle nggak perlu berlindung dibawah rasa iba karena ada terlapor ibu2, kejahatan adalah kejahatan bahkan kalo itu patut diduga fitnah terlapor itu pasti paham bahwa fitnah itu lebih kejam dari pembunuhan sukur mereka ikhlas nerima hukuman didunia karena hukum sang kuasa lebih dahsyat...semoga kita semua diampuni amien",2025-05-05 01:38:21,0,ijasah_ditunjukan,2025-05-05,3
user_8844,suryo dendam dan sakit hati berkepanjangan akibat dulu di pecat sama jokowi,2025-05-05 01:39:37,0,ijasah_ditunjukan,2025-05-05,3
user_27740,roy suryo simaling panci masuk lagi busuk di penjara,2025-05-05 01:53:15,0,ijasah_ditunjukan,2025-05-05,3
user_48167,di hukum sj si kelompok roy suryo biar di buktikan yg asli tetap mereka tdk akan percya karna mereka adalah pembenci paten dn suka bikin gaduh,2025-05-05 01:53:52,0,ijasah_ditunjukan,2025-05-05,3
user_56026,sedikitpun sya gk percaya dgn ucapannya si roy yg tak lbh ingin membalas sakit hatinya,2025-05-05 01:53:57,0,ijasah_ditunjukan,2025-05-05,3
user_4886,daniel tanone,2025-05-05 01:54:58,0,ijasah_ditunjukan,2025-05-05,3
user_18569,hei roy umpama klo aku bilang kau laki laki palsu apa kau akan langsung tunjukan burung mu?,2025-05-05 02:01:38,0,ijasah_ditunjukan,2025-05-05,3
