author,text,published_at,like_count,source,weekly_period,cluster
user_5046,"penjarakan itu orang"" yang selalu bikin onar, fitnah selalu membuat narasi yang tidak bisa di pertanggungjawabkan",2025-04-28 00:31:59,0,debat_tv_one,2025-04-28,3
user_41169,mantap hrs dibktikan dipengadilan.,2025-04-28 00:51:02,0,debat_tv_one,2025-04-28,3
user_41169,truslah brjuang untuk mencapai kebenaran dmi bangsa yg brmartabat.,2025-04-28 00:55:52,1,debat_tv_one,2025-04-28,3
user_49704,"kenapa sampai sekarang tidak ditunjuk kan ? cuma ada 2 kemungkinan, 1. palsu, 2. tidak ada..",2025-04-28 01:24:47,0,debat_tv_one,2025-04-28,3
user_23335,"emang ruginya apa kl 7kw nunjukin ijazahnya njir, aparat jg pura2 b*ta",2025-04-28 01:45:26,0,debat_tv_one,2025-04-28,3
user_4835,"jika mmng terbukti palsu, ini keterlaluan karena membohongi jutaan org, parah bnget",2025-04-28 02:09:38,0,debat_tv_one,2025-04-28,3
user_21081,"otak amin rais, mesti di cek okeh dokter ahli syaraf nampak nya ada yg terputus",2025-04-28 02:51:10,0,debat_tv_one,2025-04-28,3
user_765,coba. perlihtkn. jngn. hanya. ngomong. doang. rkyat. pingin. bukti. gitu. aj. susah. bohong. teurus,2025-04-28 03:02:20,0,debat_tv_one,2025-04-28,3
user_12336,"knapa tidak di undang pak rismon sianipar ?,,,,,,",2025-04-28 03:07:51,0,debat_tv_one,2025-04-28,3
user_52977,coba pengacara nya itu tanggapi dulu tentang tesis itu di lembaran pengesahan jangan hanya ngomong ngelantur,2025-04-28 03:20:19,0,debat_tv_one,2025-04-28,3
user_38399,anda tidak bisa membohongi diri anda sendiri sepanjang hayat,2025-04-28 05:29:25,0,debat_tv_one,2025-04-28,3
user_31752,"alhamdulillah.. silver sudah sadar... tidak motong2 lagi pembicaraan orang, kita doakan beliau sadar dan bertobat.",2025-04-28 05:39:05,0,debat_tv_one,2025-04-28,3
user_585,"besar kepala atau memang tidak bertanggung jawab kebenarannya ,padahal terhormat kalau membuktikan",2025-04-28 06:11:06,0,debat_tv_one,2025-04-28,3
user_10722,duh silfiter.... silfiter. gx usah banyak bacot. kau pencari kebenaran apa penutup kebohongan? dasar penjilat.,2025-04-28 06:22:49,0,debat_tv_one,2025-04-28,3
user_19565,selamat berjuang,2025-04-28 06:47:10,0,debat_tv_one,2025-04-28,3
user_27057,yang asli dibawa untuk dicek keaslian... tapi yang asli gak diberikan ama yg punya untuk dicek... jadi muter itu aja yg diomongin silvester... hadewh...,2025-04-28 06:48:13,0,debat_tv_one,2025-04-28,3
user_40296,"ini aparat nya kok diam aja ya, periksa dong itu ijazah, ga ada orang yg kebal hukum di negara ini, kecuali klo hukum memang bisa diperjual belikan.",2025-04-28 07:11:49,0,debat_tv_one,2025-04-28,3
user_29452,50:02 buktiin dong biar ga ada yg nanya lagi,2025-04-28 07:59:17,0,debat_tv_one,2025-04-28,3
user_44566,"kasus yang besar malah pada gak dilanjut, seperti kasus pagar laut...",2025-04-28 08:23:03,0,debat_tv_one,2025-04-28,3
user_38147,hukum bisa di mainkan di dunia...ingat hukum alloh,2025-04-28 08:33:55,0,debat_tv_one,2025-04-28,3
user_17959,"fitnah itu kayak nge-vape di zona merah: sekali puff, lu trendi, tapi ujungnya bakal dibangsatin sama fakta!",2025-04-28 08:54:37,0,debat_tv_one,2025-04-28,3
user_12195,klo cara pandang si silver ini seakan akan mo blg klo bininya d tidurin org itu jgn lgsg marah dan blg slh..hrs nunggu laporan dl😂😂,2025-04-28 09:43:46,0,debat_tv_one,2025-04-28,3
user_3158,semoga masuk penjara nih mantan menteri yang mirip sengkuni,2025-04-28 11:30:25,0,debat_tv_one,2025-04-28,3
user_48998,sayangnya hukum ini udah rusak mas silvester gimana orang mau percaya 😂 49:20,2025-04-28 12:32:50,1,debat_tv_one,2025-04-28,3
user_20960,penegak hukumnya mana??,2025-04-28 12:59:23,1,debat_tv_one,2025-04-28,3
user_37011,"tunggu tanggal mainnya dipengadilan siapa yg benar dan tidak benar, tempatnya tentu benar2 dipenjara.",2025-04-28 13:08:26,0,debat_tv_one,2025-04-28,3
user_24448,46.25. karni = baik pan saya kira kita sudah sabar 10 tahun. 😅😅😅 laahhh,2025-04-28 13:15:33,1,debat_tv_one,2025-04-28,3
user_11661,saatnya membuktikan biar masyarakat tahu. yang benar adalah benar dan yang salah adalah salah.,2025-04-28 14:10:13,0,debat_tv_one,2025-04-28,3
user_26312,"pendusta akan tetap menjadi mendusta, pendusta itu pengkhianat.",2025-04-28 14:27:59,1,debat_tv_one,2025-04-28,3
user_56319,semoga allah mengazab orang yg diistimewakan di negeri tercinta ini,2025-04-28 14:33:17,0,debat_tv_one,2025-04-28,3
user_30613,teruslah berbelit-belit untuk mempertahankan kepalsuan sepanjang masih ada yang turut membantu melindungi menjaga kebohongan itu tapi suatu saat nanti yang bohong itu akan pula ketahuan,2025-04-28 14:36:13,4,debat_tv_one,2025-04-28,3
user_35242,disumpah hakimnya sampai 3x saat membacakan putusan . karna hakim skrang sudah banyak yg gila uang.,2025-04-28 14:56:52,1,debat_tv_one,2025-04-28,3
user_51339,berarti palsu klw gk bisa nunjukin kapan selesainya klw gk di buktikan,2025-04-28 15:02:15,1,debat_tv_one,2025-04-28,3
user_27180,cerita yg sangat lucu harus nya yg paling malu itu pdip dia yg tau,2025-04-28 15:05:59,0,debat_tv_one,2025-04-28,3
user_34126,mereka mereka itu pada nggak takut di hari pengadilan setelah kematian,2025-04-28 15:17:10,0,debat_tv_one,2025-04-28,3
user_35692,"kenapa orang yang, baik selalu di cari kesalahanya ... karna orang jahat takut",2025-04-28 15:19:35,0,debat_tv_one,2025-04-28,3
user_12657,"pak skrg polisi cmn merazia surat mutor g berani merazia ijazah,, yg palsu",2025-04-28 15:20:21,0,debat_tv_one,2025-04-28,3
user_36898,"izin bg karni,kalo boleh yg dibahas biar lebih transparan kasusnya,mengenai korupsi pertamina,soalnya udah mulai redup nih",2025-04-28 15:20:38,1,debat_tv_one,2025-04-28,3
user_14143,orang mintak itu kan waktu sidang di pengadilan sorakarta jakarta di hadapan hakim . apalagi jasa pengacara .,2025-04-28 15:43:23,0,debat_tv_one,2025-04-28,3
user_46901,"harus diperlihatkan dong, gitu aja kok repot.",2025-04-28 15:49:44,1,debat_tv_one,2025-04-28,3
user_22959,"remeh temeh klu cuma omon omon aja, buktikan kebenaran dan transparasi dong...",2025-04-28 16:09:50,1,debat_tv_one,2025-04-28,3
user_31419,pembodohan intelektual masal...,2025-04-28 16:19:39,0,debat_tv_one,2025-04-28,3
user_14143,kalau kami masarakat jelata ini melihat pengadilan antah muka tembok atau kipinh badak gitu kali pak,2025-04-28 16:23:46,0,debat_tv_one,2025-04-28,3
user_11759,penjarakan aja ni aki aki..........,2025-04-28 16:35:30,0,debat_tv_one,2025-04-28,3
user_51226,biar tdak tercemar perrrlihatkan ke publik,2025-04-28 16:41:32,1,debat_tv_one,2025-04-28,3
user_51226,insya alloh nanti alloh akan tunjukan lewat manusia jujur dan tegas,2025-04-28 16:58:50,1,debat_tv_one,2025-04-28,3
user_51226,"bung panda menghindar , karna gk mau pusing soal sepele dibikin rumit",2025-04-28 16:59:48,1,debat_tv_one,2025-04-28,3
user_17469,maju teruuus pantang mundur. babat geceek sampe modtaaar perusak penipu bangsa.,2025-04-28 17:01:38,1,debat_tv_one,2025-04-28,3
user_7116,"kita lu ajch lah jangan ajak""kami salam waras",2025-04-28 17:41:55,0,debat_tv_one,2025-04-28,3
user_16252,"wahai manusia jika kau membela yg berbohong ,maka lebih berat dosa mu dari pada yg berbohong..tanggung lah dosa jariah mu selama kau menzolimi orang lain,apalagi semua orang.",2025-04-28 17:45:25,15,debat_tv_one,2025-04-28,3
user_14754,ingat pa..siksa neraka lebih pedih pa..jgn membela orang yg salah..,2025-04-28 19:45:20,1,debat_tv_one,2025-04-28,3
user_3787,"kumpulan para haters, cacat logika",2025-04-28 21:10:37,0,debat_tv_one,2025-04-28,3
user_16076,"hadeh namanya jg pengacara ....cm uang di otak nya,......😂",2025-04-28 23:05:54,1,debat_tv_one,2025-04-28,3
user_22271,tinggal tunjukan ke rakyat gitu aja kok repot😂,2025-04-29 00:19:29,1,debat_tv_one,2025-04-28,3
user_42883,"pak sinester, ya memang kalau mau razia itu nunjukin sim. mau daftar jadi kepala daerah, negara, bukannya ada syaratnya minimal berpendidikan tertentu. apa ga ada unggahan berkas kalau di minta?",2025-04-29 02:42:12,1,debat_tv_one,2025-04-28,3
user_34783,semoga terbukti kebenarannya,2025-04-29 03:44:23,1,debat_tv_one,2025-04-28,3
user_14725,"kalo terbukti palsu paksa resuffle semua dong wkwk, tu partai"" terlalu banyak",2025-04-29 04:45:50,0,debat_tv_one,2025-04-28,3
user_55203,tinggal tunggu siapa yg meringkuk di penjara. disitulah baru kita tertawa terbahak bahak 😁😁😁,2025-04-29 05:50:42,0,debat_tv_one,2025-04-28,3
user_24616,logika yg tepat. kita tidak akan bisa mengadili penguasa saat dia sedang berkuasa karna dia memiliki alat lengkap untuk membenarkan dirinya. dan waktu yg tepat untuk mengadili penguasa ya saat dia sudah lengser.,2025-04-29 06:36:16,1,debat_tv_one,2025-04-28,3
user_43952,yg lebih miris lagi para intlektual di negri ini sering sekali membela org salah dgn delik hukum saksi dan fakta.. padahal saksi bisa palsu fakata bisa di bolak balik jaksa ..hakim pengadilan masih bisa di suap 😢😢😢😢😢 kami rakyat sakit hati melihat kalian' mempermainkan hukum,2025-04-29 07:18:28,0,debat_tv_one,2025-04-28,3
user_41077,"pengacara hanya cari duit dan cari pembenaran,kebenaran sangat ber beda dgn pembenran🤭🤭🤭",2025-04-29 07:25:41,0,debat_tv_one,2025-04-28,3
user_17855,"kubu sebelah lebih mengedepankan hukum,,,tapi hukum kita masih bisa dipercaya gak ya,,takutnya sudah direncanakan dengan matang sambil sewa pengacara mahal,,karena uang sekarang jadi raja",2025-04-29 08:11:46,0,debat_tv_one,2025-04-28,3
user_3338,ini itu pngalian isu apa nnga yah dari kasu-kasus korupsi?maaf nanya,2025-04-29 08:21:10,0,debat_tv_one,2025-04-28,3
user_56338,"judi online, kasus timah, fufu fafa, korupsi dll panas2 tai ayam. aparat cuek sj. kita bisa apa???????",2025-04-29 08:54:15,0,debat_tv_one,2025-04-28,3
user_25201,namanya juga pengacara ya jelas mbantu yg byr kan dibayar benar ataupun salah,2025-04-29 10:27:52,0,debat_tv_one,2025-04-28,3
user_13436,"percuma lapor polisi sisselfer bodohh, sebab polri ri herdernya mulyono😂😂😂😂",2025-04-29 11:18:55,2,debat_tv_one,2025-04-28,3
user_30174,"tolong tangkap juga pengacara2 yang telah menjadi pembela orang2 yang bersalah,,agar kedepannya tak ada lagi pengacara yang berani membela orang salah",2025-04-29 11:51:46,2,debat_tv_one,2025-04-28,3
user_31303,"kalaupun nanti ada sidang semoga menjadi sidang terbuka, biar rakyat bisa ikut menilai siapa yg benar dan siapa yg salah",2025-04-29 11:56:31,0,debat_tv_one,2025-04-28,3
user_12181,tolong tv one hadirkan ahli bukan penjilatt,2025-04-29 12:38:39,1,debat_tv_one,2025-04-28,3
user_31672,kebenaran pasti akan menang,2025-04-29 12:55:08,1,debat_tv_one,2025-04-28,3
user_45382,"janganlah mmbela org yg salah,",2025-04-29 12:55:44,1,debat_tv_one,2025-04-28,3
user_861,"entahlah, yang saya tau yang paling benar itu netizen.",2025-04-29 13:07:39,0,debat_tv_one,2025-04-28,3
user_22271,kebenaran akan selalu menang,2025-04-29 13:08:05,1,debat_tv_one,2025-04-28,3
user_49705,kalau terbukti asli... mengapa kok sampai menguras energi waktu biaya dll sebegitunya? kalau terbukti palsu waduh .. apalagi... ya allah hanya engkau yang maha mengetahui😢,2025-04-29 13:12:05,1,debat_tv_one,2025-04-28,3
user_26925,"menurut analisa saya percuma bersuara tapi pihak berwenang dalam menyelsaikan kasus yg di duga ijazah palsu ini tidak langsung dalam menyelidiki ini, saya merasa curiga mereka yg bersalah mencari cara untuk membuat bukti2 ini terlihat palsu menjadi asli ataupun menyiapkan serangan balik dengan mengaet lembaga hukum utk membantu dalam menyelesaikan kasus ini, apa yg tidak bisa kalau penguasa berkehendak",2025-04-29 13:28:34,0,debat_tv_one,2025-04-28,3
user_5430,"kebenaran akan menemukan jalannya secara anggun di pengadilan,,legal formal, siapapun sama alias equal di depan pengadilan, ga usah teriak2 paling benar, kriminalisasi, penggiringan opini, play victim, cara2 adu domba ala pki. ini negara hukum dan negara demokrasi maju terus pak dhe jokowi. mari saling hargai apapun hasil pengadilan nanti.",2025-04-29 14:09:40,0,debat_tv_one,2025-04-28,3
user_8660,"kalau menyatakan palsu hoax kalo tidak ada bukti pengadilan . kalo menyatakan asli ya hoax juga karena tdk ada bukti di pengadilan , vester ternak penjilat membabi buta.",2025-04-29 14:31:11,0,debat_tv_one,2025-04-28,3
user_1228,pada intinya.. jangan mau ikut turnamen apalagi protes terhadap pertandingan sementara wasit dan jajarannya org meraka semua,2025-04-29 14:37:44,0,debat_tv_one,2025-04-28,3
user_17959,"kalau memang peduli keadilan, jangan pilih-pilih kasus. ini jelas politisasi!",2025-04-29 15:08:20,0,debat_tv_one,2025-04-28,3
user_903,"kalau memang peduli keadilan, jangan pilih-pilih kasus. ini jelas politisasi!",2025-04-29 15:08:35,0,debat_tv_one,2025-04-28,3
user_21148,"kalau memang ada bukti, kenapa tidak dibawa ke pengadilan? jangan cuma jadi bahan obrolan youtube!",2025-04-29 15:10:31,0,debat_tv_one,2025-04-28,3
user_10798,"fitnah, provokasi, lalu lari ketika ditanya bukti.",2025-04-29 15:13:51,0,debat_tv_one,2025-04-28,3
user_13545,"silvester benar, ini cuma upaya pengalihan isu karena oposisi gagal kasih solusi nyata untuk rakyat",2025-04-29 15:14:37,0,debat_tv_one,2025-04-28,3
