author,text,published_at,like_count,source,total_sources,total_comments,screening_time_min,source_entropy,cluster
user_13104,penipu residivis dipercaya..liahat nanti kedepan ngak mungkin betul omongannya hanya membangun narasi receh...,2025-05-31 00:52:05+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_22271,bravo bung roy suryo dkk,2025-05-29 15:53:40+00:00,0,debat_tv_one,1,111,52668.53333333333,0.0,4
user_22271,bravo bung roy suryo dkk,2025-05-29 15:53:25+00:00,0,debat_tv_one,1,111,52668.53333333333,0.0,4
user_22271,bravo bung roy suryo dkk,2025-05-29 15:52:55+00:00,0,debat_tv_one,1,111,52668.53333333333,0.0,4
user_33012,sekali bohong akan membuat kebohongan lainnya untuk menutupi kebohongan awal. parah....!!,2025-05-28 20:48:58+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_20212,yang benar itu pasti tidak palsu,2025-05-28 16:32:06+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_50601,preseden buruk krn nanti ketauan palsu,2025-05-28 15:59:41+00:00,1,debat_tv_one,1,1,0.0,0.0,4
user_54628,sudah telanjur basah dan kebangetan bohongnya akan terus bohong,2025-05-28 08:28:21+00:00,1,debat_tv_one,1,1,0.0,0.0,4
user_1554,"dusta & kebusukan apalagi yg ""mereka"" ingkari.. semua tipudaya sdh nyata & jelas bagi semua mata, akal, nurani rakyat yg masih waras..",2025-05-28 05:30:55+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_37412,panjang umur perjuangan 🔥🔥🔥🔥🤲🤲,2025-05-27 19:38:06+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_40533,minta aja kpd yg penuduh,2025-05-27 16:43:41+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_3376,ya td ada wong semua td jujur td ada bukti,2025-05-27 15:39:05+00:00,0,debat_tv_one,1,9,13.883333333333333,0.0,4
user_3376,ya di buktikan saja bru bilang hoak,2025-05-27 15:31:16+00:00,0,debat_tv_one,1,9,13.883333333333333,0.0,4
user_51887,❤ 3 hal ❤,2025-05-27 07:59:36+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_21000,1000m plasu.!,2025-05-26 18:58:30+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_2733,kalau tidak ada apa apanya mengapa tidak mau mengeluarkan atau memperlihatkan aslinya. rakyat hanya butuh aslinya.,2025-05-26 11:02:00+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_22271,bravo bung roy suryo dkk,2025-05-25 14:00:15+00:00,0,debat_tv_one,1,111,52668.53333333333,0.0,4
user_22271,bravo bung roy suryo dkk,2025-05-25 09:17:17+00:00,0,debat_tv_one,1,111,52668.53333333333,0.0,4
user_2085,kenapa harus sekarang si bukan dari dulu3 😅,2025-05-25 06:51:52+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_1792,yah betul enggak bisa bilang pasti yg pasti hanya allah .,2025-05-25 01:15:33+00:00,0,debat_tv_one,1,6,86.33333333333333,0.0,4
user_22271,bravo bung roy suryo dkk,2025-05-24 23:09:10+00:00,0,debat_tv_one,1,111,52668.53333333333,0.0,4
user_16879,"dari 1 kebohongn akan muncul kebohongan2"" yang lain nya..",2025-05-24 16:39:15+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_17916,bapa dari segala dusta adalah setan❤❤❤❤,2025-05-24 16:29:48+00:00,1,debat_tv_one,1,1,0.0,0.0,4
user_40820,"semoga pembela , pemegang n penegak kebenaran diberikan kesehatan keselamatan.. gak paham aku ...miriss😢... hanya allah maha tahu",2025-05-24 15:53:59+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_42143,ada allah swt...sadarlah,2025-05-24 13:54:30+00:00,0,debat_tv_one,1,1,0.0,0.0,4
user_52569,proses smpe tuntas..,2025-05-24 06:23:07+00:00,1,debat_tv_one,1,1,0.0,0.0,4
