author,text,published_at,like_count,source,total_sources,total_comments,screening_time_min,source_entropy,cluster
user_10488,wkwkwkw ijazahnya suruh ambil sama sopirnya😂😂😂😂 bagus bagus segitunya ijazah ngak ada harga karna udha tua😂 mega gimana tuh perihal menjual indosat dll?😂😂😂 iajazahnya tunjukin juga😂😂😂,2025-05-30 13:42:23+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_35943,"klo publik figur, apalagi kepala negara, yg menjalankan amanat rakyat, wajarlah rakyat mau tau , dan hrs tau pemimpin nya adalah org yg berpendidikan dgn bukti tanda lulus nya...",2025-05-29 13:27:13+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_32879,klo tidak ada kewajiban artinya hukum negara harus mewajibkan untuk menunjukan ijasdhnya secara paksa ......,2025-05-28 18:13:10+00:00,0,debat_tv_one,1,2,1.65,0.0,3
user_43084,kalo ijasah nya asli beneran g usah muter2 tunjukan saja lalu laporkan yg menuduh palsu,2025-05-28 15:06:43+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_22735,mau tanya pak apakah jika menempuh pendidikan dari s1 sampai s3 tidak linier apakah bisa disebut pakar???,2025-05-28 14:43:27+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_13778,karena bapak tak punya ijazah.asli.klw.punya pasti di tunjukan. penjabat yg lain pasti dgn bangga menunjukan krn ijazah mereka asli dgn bangga kecuali ijazah mereka palsu mereka tdk akan menunjukan,2025-05-27 18:25:36+00:00,0,debat_tv_one,2,6,29097.6,0.45056120886630463,3
user_3376,ijazahnya mna yg asli tunjukan jgn cuma omon omon,2025-05-27 15:28:52+00:00,0,debat_tv_one,1,9,13.883333333333333,0.0,3
user_29996,fufufafa itu anak nya roy,2025-05-27 03:05:22+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_37701,silvester berbahaya dgn kepentingan mu kl rakyat mau dibuktikan ijazah aslinya enak aza kalian menikmati 10 tahun pasilitas dari rakyat kau silvester sampah bagi kami yg rakyat biasa,2025-05-26 16:56:18+00:00,0,debat_tv_one,1,2,45953.0,0.0,3
user_49311,klau gak ada kebencian dan hasut fitnah knp harus ngurusin izasah orang😭😭😭😭😭,2025-05-26 15:46:45+00:00,0,debat_tv_one,2,4,36054.01666666667,0.6931471805599453,3
user_20961,"ni pengacara bohong bohongan lihat ijasah nya asli krn pengacara bisa blg gitu tpi blum tentu tau asli/ palsu,kok ikut pembohong juga y pengacara rakyat gk percaya ngomong udh tau lihat di mata preeeet",2025-05-26 07:09:04+00:00,0,debat_tv_one,1,2,3.216666666666667,0.0,3
user_16327,"saya sebagai masyarakat yg bodoh,merasa semakin dibodoh bodohi oleh karna ijazah",2025-05-25 16:25:07+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_9302,"berarti anda sengaja mau membuat keadaan semakin gaduh,jikalau ada itikad baik apalagi sebagai seorang negarawan,sebagai seorang pejabat negara,sebagai seorang yg berpendidikan,tunjukkanlah pak ijazah bapak itu,tidak usah berdalih hanya mau memperlihatkan melalui persidangan",2025-05-25 14:19:17+00:00,1,debat_tv_one,1,1,0.0,0.0,3
user_24012,"klu sudah masuk urusan negara ri ,,,bahwa ijazah aslinya harus di kluarkan dan di tunjukkan ,, dan jgn bertele tele",2025-05-25 07:54:02+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_1125,siapa yg percaya ijazah kamu itu asli tidak berani mengeluarkan ijazahnya itu berarti palsu mau berkelit bagaimana lagi wi omongan tidak masuk logika,2025-05-24 17:18:27+00:00,0,debat_tv_one,2,3,33973.53333333333,0.6365141682948128,3
user_2079,"ijazah saya asli kalau ada orgs yg katakan palsu , saya akan kasih lihat di pinjam juga boleh kalau sudah selesai liet liet kembalikan lagi y😂",2025-05-24 08:08:45+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_32390,tinggal tunjukan ijazahnya saja kok repot,2025-05-22 23:49:12+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_36058,tdk korupsi katanya? menipu rakyat se-indonesia dg ijazah yg diduga palsu u menjadi pejabat publik...,2025-05-22 05:12:49+00:00,0,debat_tv_one,1,3,842.8833333333333,0.0,3
user_47410,"topik nya ijazah...kok si pester ungkap masalah korupsi, ..😂",2025-05-21 22:31:57+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_22271,tolong lah jok tunjukn ijazah mu ..sudah berapa kebohongan yg kau buat..jangan kau tambah lagi kebohongan jok..tobat lah jok..jijik aku liat kao,2025-05-21 21:37:17+00:00,0,debat_tv_one,1,111,52668.53333333333,0.0,3
user_15157,yaa tunjukin aja ijazah nya katrok,2025-05-21 14:24:57+00:00,1,debat_tv_one,2,2,29256.9,0.6931471805599453,3
user_22271,jok tunjukan ijazah mu..jangan kau buat gaduh terus negri ini,2025-05-20 23:40:18+00:00,0,debat_tv_one,1,111,52668.53333333333,0.0,3
user_22271,logikanya gini klo ada itu ijazah pasti udah dia tunjukan😂😂😂😂😂😂😂😂,2025-05-20 11:04:22+00:00,1,debat_tv_one,1,111,52668.53333333333,0.0,3
user_22550,klu memang izasah nya asli pasyi udh di liatin ke masyarakat,2025-05-20 07:20:06+00:00,1,debat_tv_one,1,2,33162.95,0.0,3
user_141,dasar orang cari masalah. hukum dibuat permainan. ini namanya memperpanjang polemik ijasah asli.,2025-05-20 02:31:10+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_13015,"kalau ada aslinya, transkrip nilainya mana",2025-05-19 14:36:08+00:00,0,debat_tv_one,1,1,0.0,0.0,3
user_24926,"fufufafa malah mengerikan ,,oh tuhan..",2025-05-19 09:34:39+00:00,0,debat_tv_one,1,3,65.91666666666667,0.0,3
user_34884,"hati hati, cek ijazah kalian , jikalau beda tinta & ttd , ejaan , jabatan ! orang e& akan mtuntut",2025-05-19 06:11:21+00:00,0,debat_tv_one,1,1,0.0,0.0,3
