author,text,published_at,like_count,source,total_sources,total_comments,screening_time_min,source_entropy,cluster
user_33593,buzzer,2025-06-01 17:55:31+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_24323,"nasibmu lah silfester yg baik karena jilatanmu, kslau nalarmu sebenarnya sangat abal 2",2025-06-01 17:47:18+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_23362,mbah2 ar...muak liat muka nya...penjilat munafik,2025-06-01 01:44:30+00:00,0,debat_tv_one,2,2,44582.933333333334,0.6931471805599453,10
user_9840,emang enak di bohongi 😂.,2025-05-31 17:54:59+00:00,2,debat_tv_one,1,1,0.0,0.0,10
user_3376,iya di byr ya ngeyel,2025-05-27 15:37:38+00:00,0,debat_tv_one,1,9,13.883333333333333,0.0,10
user_3376,ternaknya yg sibuk di byr berapa,2025-05-27 15:29:42+00:00,0,debat_tv_one,1,9,13.883333333333333,0.0,10
user_8935,orang npd semakin di lawan semakin seger utk melawan,2025-05-27 01:37:14+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_12825,"badan besar tp kosong... smakin bnyk ngomong smakin keliatan ilmunya, pengalamannya, wawasannya.",2025-05-26 18:31:11+00:00,0,debat_tv_one,1,3,46084.48333333333,0.0,10
user_25196,prof ginting... bagus banget quote nya!!! keren!!!,2025-05-26 16:34:12+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_27486,betul bang silfester,2025-05-25 14:24:30+00:00,0,debat_tv_one,2,3,35416.11666666667,0.6365141682948128,10
user_43521,ovi ovi😂,2025-05-25 09:49:22+00:00,0,debat_tv_one,1,2,6.6,0.0,10
user_6918,tua bangka gak tau diri amin,2025-05-24 12:32:41+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_23780,sombong itu tidak baik bro,2025-05-24 12:26:46+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_22271,siplester ngomong..malu gua liat nya😂😂😂😂😂😂😂,2025-05-23 23:34:46+00:00,0,debat_tv_one,1,111,52668.53333333333,0.0,10
user_15833,sy setujuh bp silfeter,2025-05-23 19:12:21+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_35527,"kalo iya ada tidak akan banyak ngomong ini itu panjang lebar, jawab sedikit dan tenang sambil tersenyum, karena merasa tenang/tidak takut😂",2025-05-23 17:45:43+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_43444,njirr...ngributin kertas bungkus kacang rebus,2025-05-23 08:56:04+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_34252,"pk silvestre maap ya pak, bagi saya keterangan anda belum bisa membuat saya pintar dan yakin. maap ya pak😂",2025-05-23 07:39:05+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_30666,silfester ini yang pernah ngancam rocky gerung. gak mutu samasekali si silfester.,2025-05-23 06:47:44+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_38602,sakit hati nya sudah akut,2025-05-22 15:59:52+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_20106,silfester bela yg tdk benar,2025-05-22 04:31:24+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_13065,nah ini yg baguss pak komentar yg bagus buat raayatt,2025-05-21 16:57:08+00:00,0,debat_tv_one,1,2,20.5,0.0,10
user_25853,silfester orang bodoh tadi s7dah di jellaskan eh malah dia yg narasinya menggiring opini😂😂😂,2025-05-21 12:58:45+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_9417,semangat bang roy🎉🎉🎉🎉,2025-05-21 09:30:00+00:00,0,debat_tv_one,1,2,27.883333333333333,0.0,10
user_9417,ada peliharaannya mull😂😂😂,2025-05-21 09:02:07+00:00,0,debat_tv_one,1,2,27.883333333333333,0.0,10
user_36004,jika otak sudah busuk bernanah yaaaa susah😂😂😂 si panci.,2025-05-20 17:48:51+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_9171,victor lucu,2025-05-20 17:14:41+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_41949,"silvester udah ditantang mas roy masih tetap ngeyel,buktikan saja ijasah junjungan mu gak palsu nanti vester,jgn malah menuduh org membunuh karakterlah,menyebar hoak lah....buktikannnnn !!!!!!!",2025-05-20 16:57:46+00:00,0,debat_tv_one,1,2,6.35,0.0,10
user_48172,silvester orang' apa....,2025-05-20 16:35:09+00:00,0,debat_tv_one,2,2,4447.7,0.6931471805599453,10
user_29892,sylvester ganteng jg yaa dliat2,2025-05-20 16:25:44+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_32218,mirisss,2025-05-20 12:30:27+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_43480,silvester yang n0nj°k rg itu kan?,2025-05-20 01:56:18+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_19138,preeett... ancen gak duwe...,2025-05-19 22:40:36+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_4547,"sebodoh bodoh nya ornag kalau masih percaya silvester,,,,bukan bodohblagitapi gila",2025-05-19 10:17:50+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_2012,ngeyel yang di bumbui akademisi😅,2025-05-18 19:48:40+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_15272,silfester andi udah diketekin,2025-05-18 07:37:24+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_54961,yang merusak polapikir jd nggak waras ya si sengkuni.,2025-05-18 01:46:32+00:00,0,debat_tv_one,3,3,23992.166666666668,1.0986122886681096,10
user_19443,"omongane silfesfer g mutu blasss.... males dengerin , tambah ngelu",2025-05-17 17:30:41+00:00,0,debat_tv_one,1,2,2.4166666666666665,0.0,10
user_19269,silvester itu ngomong apaan sih ...,2025-05-17 04:24:43+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_816,adu silfester lagi-silfester lagi.selalu debad cuman itu2 aja materinya...😇😇😇,2025-05-17 02:03:45+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_45605,pk rocky gerung kok gk ada ini...jadi kurang seru,2025-05-16 17:24:18+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_21222,"sudah jelas masih aja ngeles......dasar penjilat,,,,",2025-05-16 11:02:28+00:00,0,debat_tv_one,1,2,6.216666666666667,0.0,10
user_22271,tunjukan saja jok ..repot bener😂😂,2025-05-16 08:07:15+00:00,0,debat_tv_one,1,111,52668.53333333333,0.0,10
user_16162,di kasi makan apa ya ternak ternak,2025-05-16 07:25:45+00:00,0,debat_tv_one,1,2,13.85,0.0,10
user_22271,siplester ngawur beratttt😂😂😂😂,2025-05-16 07:24:32+00:00,1,debat_tv_one,1,111,52668.53333333333,0.0,10
user_38450,miris lihat silverster 🤧,2025-05-16 06:38:19+00:00,0,debat_tv_one,1,2,13.333333333333334,0.0,10
user_20000,e brew q ws vv fdddd . i✌❤🎉🦁❤❤❤👫😭😍😍😍😘🙈🙈😊 7:50,2025-05-15 22:48:55+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_9786,silvester silvester..,2025-05-15 21:54:14+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_1664,"itu dokumen nya siapa , juga yg di teliti sama mas² paling halu ini.. 😢😂😂 si paling nyinyir pinter juga bersilat lidah kaya habis minum air kobokan warteg",2025-05-15 16:14:22+00:00,0,debat_tv_one,2,2,13826.883333333333,0.6931471805599453,10
user_812,bisa bicaranya sedemikian,2025-05-15 15:41:40+00:00,0,debat_tv_one,1,2,49.65,0.0,10
user_5696,3 orang ketar ketir bentar lagi pake baju orange...,2025-05-15 12:59:21+00:00,0,debat_tv_one,1,2,9911.366666666667,0.0,10
user_9935,sy muak melihat kamu mbah,2025-05-14 14:25:37+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_40515,ko,2025-05-14 07:45:33+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_22440,rrrrrrrrrrrruwet,2025-05-13 22:38:52+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_18159,"si silvester ini patut diduga ""ejakulasi dini""",2025-05-13 19:09:17+00:00,0,debat_tv_one,1,2,27.9,0.0,10
user_56445,menjijikkan ngelesnye silvester,2025-05-13 16:30:50+00:00,0,debat_tv_one,1,2,28228.083333333332,0.0,10
user_4951,"silvester ini kaya orang bodo, bodoh bngt keliatan",2025-05-13 14:14:14+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_14999,kalian manusi yg membuat ribet.,2025-05-13 13:15:49+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_52671,mantap paparan bro ginting ...❤❤❤❤❤,2025-05-12 15:11:24+00:00,0,debat_tv_one,1,4,95.3,0.0,10
user_13852,nama b,2025-05-12 14:52:20+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_16597,silvester otak ngkada modal nekat doang..,2025-05-12 08:49:34+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_50771,suara hati tidak berbohong.. jujur,2025-05-11 17:35:12+00:00,1,debat_tv_one,1,3,1.2166666666666666,0.0,10
user_50771,hei pak silvester kamu ngomonya g ada poinnya... yg g jelas itu kamu,2025-05-11 17:33:59+00:00,0,debat_tv_one,1,3,1.2166666666666666,0.0,10
user_9748,yg ga punya otak lah yg ngomong kebolak balik😂😂😂😂😂,2025-05-11 13:52:21+00:00,1,debat_tv_one,2,4,15399.05,0.5623351446188083,10
user_45636,ada yg mau … di monas tp ga jd ya knpa ya,2025-05-11 06:42:41+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_16105,ribet amat hidup nya,2025-05-11 03:51:50+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_33227,gombal,2025-05-10 17:37:10+00:00,0,debat_tv_one,1,2,1.5333333333333334,0.0,10
user_29932,nyengiiir...,2025-05-10 17:29:45+00:00,0,debat_tv_one,2,3,14398.983333333334,0.6365141682948128,10
user_29932,miriiiss...,2025-05-10 17:18:01+00:00,0,debat_tv_one,2,3,14398.983333333334,0.6365141682948128,10
user_49709,hahaha.. masih aja mau disanggah. gelagapan lagi. 😂,2025-05-10 12:51:34+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_1856,disogok brapa ini antek antek mulyono😅😅,2025-05-10 12:05:57+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_15225,pas bohong,2025-05-10 08:14:40+00:00,0,debat_tv_one,1,2,1.4833333333333334,0.0,10
user_29026,anjing dkasih tulang ya nurut😂,2025-05-10 05:53:01+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_47525,para penjilat mulai gelagapan 😂😂😂,2025-05-09 22:36:48+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_10077,kata2mu gk jujur mas ...,2025-05-09 20:55:46+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_49053,miring x otak siselver ini,2025-05-09 14:57:28+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_50419,sengkuni,2025-05-09 13:29:33+00:00,0,debat_tv_one,1,1,0.0,0.0,10
user_40967,selamat ginting bicara silvester raut wajahnya kelihatan kepanasan jijik,2025-05-09 05:06:48+00:00,0,debat_tv_one,1,2,10.2,0.0,10
user_18886,sudah di gugut tapi g di tanggapi,2025-05-09 01:55:19+00:00,0,debat_tv_one,1,2,1.4666666666666666,0.0,10
