author,text,published_at,like_count,cluster
debat_tv_one_user_88,kalo mantan presiden ga bnyak yg pengen buktiin ngapain anyink,2025-05-27T07:04:35Z,0,11
debat_tv_one_user_116,ngomong roy suryo ngotot lulusan ugm la gelar lulusan ugm prnh masuk penjara to la jokowi dibangakan ugm prnh beliau mantan bu pati mantan gubernur mantan presiden x gak tau malu roy suryo,2025-05-26T05:19:42Z,0,11
debat_tv_one_user_206,yg mantan presiden yg tdk ributin ijazahnya,2025-05-22T16:51:10Z,0,11
debat_tv_one_user_465,ijasah jokowi dibilang palsu spt ijasah presiden amerika serikat yg sktng donald trump palsu ijasahnya buktinya memberlakukan kebijakan kenaikan tarif impor masuk barang landasan ilmu ekonomi yg presiden trump ngga lulus kuliah s s nya jga asli ngga ijasahnya presiden amerika serikat donald trump mngkin dlu presiden amerika serikat donald trump kuliah s seangkatan presiden indonesia jokowi beda almamater university fakultasnya,2025-05-12T02:49:47Z,1,11
debat_tv_one_user_468,ya andaikan pdip termakan bujuk rayu si mulyono ternaknya mengubah salah pasal uud jabatan presiden periode usia wapres berhasil ubah anaknya wakil presiden,2025-05-11T21:26:03Z,0,11
debat_tv_one_user_485,amerika memiliki presiden yg memiliki ijazah sukses memerintah,2025-05-11T13:12:53Z,0,11
debat_tv_one_user_538,jokowi presiden is the best,2025-05-10T07:41:03Z,0,11
debat_tv_one_user_561,tinggal menunjukan dipengadilan repot ga presiden seneng banget menjarakan rakyatnya ijaxahnya contohlah presiden obama rakyatnya dimana lahir langsung menunjukan akte lahirnya obama ga berbelit belit beda,2025-05-09T16:11:54Z,0,11
debat_tv_one_user_579,diwaktu mendaftar calon wali kota gubernur presiden ijazah aslinya anggota ketua kpu orang yg menyebut palsu masarakat,2025-05-09T09:03:22Z,0,11
debat_tv_one_user_1068,karna mantan presiden berani mencalonkan presiden mantan presiden wajar ijazah nya bodoh membela jokowi usut tuntut ijazahnya roy,2025-05-07T23:58:57Z,1,11
debat_tv_one_user_1070,komentar pro roy dkk klau tetep mantan presiden indonesia lossssss,2025-05-07T23:21:28Z,0,11
debat_tv_one_user_1116,sirik presiden kesayangan rakyat yg presiden mlu in,2025-05-07T08:47:31Z,0,11
debat_tv_one_user_1168,kmu percaya bapk jokowi melalaui calon wali kota gubernur presiden,2025-05-06T13:09:30Z,0,11
debat_tv_one_user_1178,presiden terburuk indonesia,2025-05-06T10:50:31Z,0,11
debat_tv_one_user_1236,presiden mantan presiden siapaun kalo jujur tunjukin aja izajahnya repot kalo berkelit ya bohong,2025-05-05T15:49:11Z,0,11
debat_tv_one_user_1395,betapa malunya rakyat indonesia terbukti ijazah mantan presiden yg berkuasa palsu dunia,2025-05-03T17:55:31Z,41,11
debat_tv_one_user_1426,snowball meta nih taktik mantan presiden,2025-05-03T13:47:11Z,0,11
debat_tv_one_user_1447,jokowi presiden,2025-05-03T09:16:53Z,0,11
debat_tv_one_user_1500,ijazah bisah yatakan asli ijaza penguasa negara bersalah perlindungan presiden temannya anak kandung nya wakil presiden matan presiden orang orang termakan jasa gak tau ijazah nya karna mata kepala jugak,2025-05-02T23:16:29Z,0,11
debat_tv_one_user_1509,ijazah ibdikasi negara uud primer mpr menghubungi calan presiden memeriksa dokumen calon amin rais tokoh reformasi tapikan menentukan abdulrahman wahid gusdur presiden poros poros didefenisikan bertugas memeriksa syarat administrasi calon presiden,2025-05-02T20:10:57Z,0,11
debat_tv_one_user_1549,presiden rancu sejarah republik indonesia,2025-05-02T15:35:55Z,1,11
debat_tv_one_user_1595,gabisa nge judge negara demokratis ya bukannyagimanaya kelas presiden loh drama negara udh bahas inovasi terbaru kelas presiden loh,2025-05-02T10:41:50Z,0,11
debat_tv_one_user_1614,pejabat publik wajib transparency publik ijazah tsb sdh utk walikota gubernur presiden yg mengelola negara mengelola uang publik presiden org milik publik,2025-05-02T05:57:55Z,1,11
debat_tv_one_user_1773,menjabat aja menipu menipu beliau mantan pejabat publik wajib tunjukan ijazah abal yg d mengelak bikin malu indonesia,2025-05-01T07:42:47Z,0,11
debat_tv_one_user_1788,roy suryo egi sudjana amien rais dr tifa antek nya emangnyaa klo tukang kayu presideen sibuk ijazah dipermasalahkan keki iri udah sekolah s s presiden tukang kayu presiden udah skenario tuhan allah angkat derajat tukang kayu amalan nyaa amalannya apaa gimana berkah hidupnya suka menyebar kebencian bikin kegaduhan jokowi hapuskan namanya presiden sejarah jokowi gak rugiii merasakan presiden keliling dunia bertemu presiden negara menikmati fasilitas presiden membangun jalan tol yg menikmati,2025-05-01T05:20:37Z,1,11
debat_tv_one_user_1797,jokowi presiden ter buruk sedunia,2025-05-01T04:00:33Z,0,11
debat_tv_one_user_1800,nunggu tangan besi kaya kdm presiden,2025-05-01T03:46:28Z,0,11
debat_tv_one_user_1806,terpaksa tunjukan aslinya bpk mah udah darurat indonesia jokowi perna jabat presiden,2025-05-01T02:54:21Z,0,11
debat_tv_one_user_1820,pemimpin presiden gelar sarjana sebenernya memimpin lbh kpd kemampuan scr haqiqi kwalitas jiwa ruhani yg terlatih ditempa badai kehidupan kapasitas kapabilitas kepemimpinnan mengemban amanah rakyat scr jujur adil dalih mulut sgl bidang sektor menejemen menejemen pemerintahan suwasta intelektualitas badan kepemimpinan dimiliki sosok pemimpin scr mutlak sempurna scr fertikal horisontal scr global negara terbukti permasalahan mantan presiden jokowi berkaitan dg ijazah polemik yg berbeda kwalitas kejujuran sbg pemimpin jokowi benar² ter uji presiden berhenti presiden astaughfirullahal adziim lahaula wala quwwata illa billah,2025-05-01T00:27:52Z,0,11
debat_tv_one_user_1830,nya presiden indonesia yg ijazahnya diduga palsu lucunya jokowi,2025-04-30T22:31:10Z,1,11
debat_tv_one_user_2050,mantan mentri yg gila,2025-04-29T20:56:10Z,0,11
debat_tv_one_user_2091,ingetnya mantan mentri ga bener nyanyi lagu wajib,2025-04-29T16:07:56Z,0,11
debat_tv_one_user_2107,jokowi periode presiden ijazahnya bahan perdebatan fokus kinerjanya,2025-04-29T15:27:43Z,0,11
debat_tv_one_user_2122,jokowi periode presiden ijazahnya bahan perdebatan fokus kinerjanya,2025-04-29T15:24:57Z,0,11
debat_tv_one_user_2129,sulit cari keadilan negeri hakim negeri penguasa diatas menang megeri konoha mantan presiden sanjung peresiden wowo jerumusin si joko penjara,2025-04-29T15:19:20Z,1,11
debat_tv_one_user_2216,gampang kpu mendaftar jd calon presiden berkas dokumen yg tersimpan,2025-04-29T06:06:38Z,0,11
debat_tv_one_user_2241,bahagialah presiden jokowi presiden mr ruuuuyyyy indonesia wew,2025-04-29T03:29:30Z,0,11
debat_tv_one_user_2284,jokowi the best for presiden,2025-04-28T20:48:42Z,0,11
debat_tv_one_user_2303,hebat pk jokowidodo presiden periode pake ijasah palsu roi surio,2025-04-28T19:14:22Z,0,11
debat_tv_one_user_2373,priksa ijazah presiden jokowi presiden meninggal,2025-04-28T15:07:09Z,0,11
debat_tv_one_user_2416,mantan presiden terkuyo²,2025-04-28T13:13:33Z,1,11
debat_tv_one_user_2431,mantan wali kota gubenur presiden,2025-04-28T11:59:18Z,0,11
