author,text,published_at,like_count,cluster
debat_tv_one_user_27,asli palsu manfaat nya rakyat kalo mas roi cs membantu masyarakat cari sekolah roboh cari orang miskin bantu manfaat nya,2025-05-31T04:16:34Z,0,6
debat_tv_one_user_285,roi suryo cari panggung bacotnya,2025-05-20T08:12:05Z,0,6
debat_tv_one_user_288,dasar orang cari hukum permainan namanya memperpanjang polemik ijasah asli,2025-05-20T02:31:10Z,0,6
debat_tv_one_user_309,silfer diundang bang karni cari narasumber yg baiklah,2025-05-19T04:46:12Z,0,6
debat_tv_one_user_376,orang pintar cari tenar aja,2025-05-15T14:55:01Z,0,6
debat_tv_one_user_1168,borang cari pembelaan,2025-05-06T13:08:25Z,0,6
debat_tv_one_user_1226,cari panggung kalo ijazah asli gimana ngmong kebanyakan ngmong jatuh seandainya fitnah gimana rasaain kah,2025-05-05T18:08:45Z,0,6
debat_tv_one_user_1312,cari panggung kawan fahami berlarut rakyat mendingan fokus hidup,2025-05-04T15:58:32Z,0,6
debat_tv_one_user_1360,kkn d orang ya cari data to mas d arsip ad,2025-05-04T04:34:52Z,0,6
debat_tv_one_user_1565,cari kerjaan,2025-05-02T14:28:47Z,0,6
debat_tv_one_user_1640,si rs mencari cari kesalahan kemarin foto ijazah yg berkumislah foto keponakanlah dll giliran terima ugm trus dokumen yg ugm ehhh beralih sekripsi capek deh orang model gini kasih panggung karni yaa,2025-05-02T01:20:23Z,0,6
debat_tv_one_user_1742,yg hitung brp fitnah jokowidodo yg terbukti yg mna perasaan puluhan d cari kesalahan nya gk yg terbukti,2025-05-01T12:32:15Z,0,6
debat_tv_one_user_1766,roy suryo mimik postur tubuh nya aja mimik licik cari kesalahan orang,2025-05-01T08:47:50Z,0,6
debat_tv_one_user_1941,dendam pribadi roy suryo cari sensasi aja,2025-04-30T13:44:24Z,0,6
debat_tv_one_user_2010,mentri aja korup cari cari kesalahan jokowi karna sakit hati tdk terpakai jaman jokowi jd presiden dasar otak odomg,2025-04-30T05:21:44Z,0,6
debat_tv_one_user_2106,roy suryo kekuasaan cari muka oposisi konsisten,2025-04-29T15:27:56Z,0,6
debat_tv_one_user_2110,roy suryo kekuasaan cari muka oposisi konsisten,2025-04-29T15:12:28Z,0,6
debat_tv_one_user_2121,roy suryo kekuasaan cari muka oposisi konsisten,2025-04-29T15:08:25Z,0,6
debat_tv_one_user_2203,pengacara cari duit cari pembenaran kebenaran ber beda dgn pembenran,2025-04-29T07:25:41Z,0,6
debat_tv_one_user_2267,alaaa jeniper ternak jokowi lg cari mkn,2025-04-28T23:30:04Z,1,6
debat_tv_one_user_2641,udh pensiun dlu dicari bodohnya cari ketenaran smntara kemana aja blm presiden x lo slama,2025-04-27T20:07:10Z,0,6
debat_tv_one_user_2718,orang yg sakit hati habisnya tunjukan asli cari cari yg intinya menjatuhkan dg apapun,2025-04-27T16:55:42Z,0,6
debat_tv_one_user_2847,btw roy suryo mah kayak broken record isu gaya endingnya flop kalo ngaku ahli digital mending bantu fix website pemerintah error ganti menteri sibuk zoom inin tinta ijazah jokowi pake app filter emboss kayak cari cari aura hantu dokumen,2025-04-27T14:29:54Z,0,6
