author,text,published_at,like_count,cluster
debat_tv_one_user_80,emang sia a menanam ya menuai,2025-05-27T15:39:53Z,0,24
debat_tv_one_user_80,ya td td jujur td bukti,2025-05-27T15:39:05Z,0,24
debat_tv_one_user_80,iya byr ya ngeyel,2025-05-27T15:37:38Z,0,24
debat_tv_one_user_80,ya buktikan bru bilang hoak,2025-05-27T15:31:16Z,0,24
debat_tv_one_user_85,roy suryo benci dg jokowi ya,2025-05-27T10:24:30Z,0,24
debat_tv_one_user_171,roy suro ya orang gila,2025-05-24T13:33:58Z,0,24
debat_tv_one_user_172,tawa nya bang roy kek sakit ya,2025-05-24T13:09:58Z,0,24
debat_tv_one_user_195,pk silvestre maap ya keterangan pintar maap ya,2025-05-23T07:39:05Z,0,24
debat_tv_one_user_336,merusak polapikir jd nggak waras ya si sengkuni,2025-05-18T01:46:32Z,0,24
debat_tv_one_user_344,bismillah ya allah tunjukkan kebenaran buka kebenaran seluas luasnya aamiin,2025-05-17T13:33:24Z,1,24
debat_tv_one_user_359,kepikiran yg sy lembar ucapan ya,2025-05-16T12:32:20Z,0,24
debat_tv_one_user_362,kasi makan ya ternak ternak,2025-05-16T07:25:45Z,0,24
debat_tv_one_user_397,emng jk g teman angkatan ya bsa tnya temen angkatan nya ya,2025-05-14T17:31:58Z,0,24
debat_tv_one_user_403,roy sistem laporan menupi berjalan viral rakyat sistem berjalan tampil ijazah takut mati ya,2025-05-14T14:22:14Z,0,24
debat_tv_one_user_488,yg monas tp ga jd ya knpa ya,2025-05-11T06:42:41Z,0,24
debat_tv_one_user_531,heran orang sepicik dab sedendam ya bahaya kalo kasih jabatan pemerintah ahli ngawadul,2025-05-10T08:59:10Z,0,24
debat_tv_one_user_544,anjing dkasih tulang ya nurut,2025-05-10T05:53:01Z,0,24
debat_tv_one_user_602,andi silfister tong kosong omongan nilai pendidikan nya munkin tdk masuk sekolah tp beli ijazah ya guys gimana mu guys,2025-05-08T19:10:51Z,0,24
debat_tv_one_user_631,palsu baper orang gimana nasib reputasi jokowi ya,2025-05-08T12:02:51Z,0,24
debat_tv_one_user_692,kalo palsu sih ribet ya bahan omongan mulu entar presiden abal abal,2025-05-08T10:46:59Z,0,24
debat_tv_one_user_1014,gue sih mikir kalo palsu gede jokowi gimana ya kelanjutan dugaannya,2025-05-08T08:31:06Z,0,24
debat_tv_one_user_1074,roy mendem ya temenin bang try,2025-05-07T18:31:57Z,0,24
debat_tv_one_user_1104,panda ama jkw ya,2025-05-07T13:18:29Z,0,24
debat_tv_one_user_1149,karni ilyas ber pemahaman khawarij ya,2025-05-06T16:51:52Z,0,24
debat_tv_one_user_1173,ya liat aja buktinya jngn bnyak ngeles aplg ngaku dah liat ijazah aslinya perlihatkan aja gk bnyak omon,2025-05-06T11:55:21Z,0,24
debat_tv_one_user_1175,iki ko jek urep ya allah manusia in memuat orang waras bodoh indonesia,2025-05-06T11:48:23Z,0,24
debat_tv_one_user_1236,presiden mantan presiden siapaun kalo jujur tunjukin aja izajahnya repot kalo berkelit ya bohong,2025-05-05T15:49:11Z,0,24
debat_tv_one_user_1247,mencle orang bikin onar jokowi bapa ijazah ya tunjukan gitu aja repot hahahaaa du ugm teknologi kayu semplaakk,2025-05-05T14:18:24Z,0,24
debat_tv_one_user_1287,ugm kasih duit ya sampe konfirmasi yg menerbitkan ijasah ugm,2025-05-05T00:34:19Z,1,24
debat_tv_one_user_1322,bang karni muda ya nada sopan,2025-05-04T15:04:16Z,0,24
debat_tv_one_user_1330,menggebu gebu ya roy suryo kalo ngomong liatin yg dengerin mukanya capek kasian,2025-05-04T12:10:05Z,0,24
debat_tv_one_user_1372,ya allah robal alamin berikanlah petunjukmu kebenaran,2025-05-03T23:23:36Z,2,24
debat_tv_one_user_1397,silfester dibayar ya ilc,2025-05-03T17:15:30Z,1,24
debat_tv_one_user_1438,pembela emosi ngancam ngancam menang r j dilawan ya babak pinal,2025-05-03T11:58:33Z,0,24
debat_tv_one_user_1446,bicara ijasah skripsi roy dulang angin x ya,2025-05-03T09:25:25Z,0,24
debat_tv_one_user_1458,silfester matutina ya yg duel rg yg kampusnya ruko ude gk,2025-05-03T07:16:01Z,1,24
debat_tv_one_user_1497,iri ya,2025-05-02T23:47:17Z,0,24
debat_tv_one_user_1505,ga rocky gerung ya klo adabg rocky seru,2025-05-02T21:32:16Z,0,24
debat_tv_one_user_1520,roy suryo donk pemalsu ijazah selidik dukungan jokowi doank yg target kesannya motif politik doang kambing lawan kambing ayao selidik massal ijazah dokumen negara dukung rakyat indonesia maklumi roy suryo ya ya kambing mengembik kambing,2025-05-02T18:57:05Z,0,24
debat_tv_one_user_1607,ya bayarannya orang membela seumpama bayar pintar bicaranya,2025-05-02T07:29:18Z,0,24
debat_tv_one_user_1638,melanggar konstitusi merubah konstitusi otakmu rusak ya silver,2025-05-02T01:36:41Z,1,24
