author,text,published_at,like_count,cluster
user_24,duuuih org nyanyi lagu indonesia raya aja g hafal gimana membela negri bikin gaduh aja,2025-05-31T08:13:03Z,0,13
user_183,suryo austria maju bikin bangsa indonesia mundur bikin malu bangsa tar nangis maaf jokowi parah roy suryo omong kosong penjarakan secepatnya,2025-05-23T23:13:42Z,0,13
user_204,minggu yx roy ngmng msih enak ngmngnya udah ciut emng raja onar bikin gaduh suruh nyanyi indonesia raya aja salah ko sok an pakar hmmm,2025-05-22T20:10:42Z,0,13
user_220,kalo sampe ijasah jokowi palsu teman seangkatan mesti penjara dosen dekan rektor ugm roy suryo cs deh penjara bikin gaduh nkri,2025-05-22T10:10:43Z,0,13
user_247,roy dibui biar tk bikin gaduh,2025-05-21T14:26:51Z,0,13
user_668,gila sih terbukti palsu bikin gaduh orang politik emang penuh drama ya,2025-05-08T11:07:50Z,0,13
user_920,gila sih palsu bikin gaduh ekonomi nongkrong jalanan gitu,2025-05-08T09:10:43Z,0,13
user_933,palsu ribut banget kredibilitas jeblok dampaknya bikin orang bikin asumsi negatif,2025-05-08T09:10:13Z,0,13
user_946,beneran palsu sih bikin gaduh bikin pusing semoga clear aja ya,2025-05-08T09:08:24Z,0,13
user_956,gila sih palsu gaduh banget bikin orang mikir gimana,2025-05-08T09:04:38Z,0,13
user_974,gue sih berharap klarifikasi biar rakyat nggak resah sampe fitnah bikin gaduh bro,2025-05-08T08:58:59Z,0,13
user_1076,klo fitnah terbukti salah klo emang asli nya knp ga kasih unjuk ente yg sengaja bikin gaduh,2025-05-07T17:37:29Z,0,13
user_1224,belagu suryo pembuat gaduh dn lebay,2025-05-05T18:45:13Z,0,13
user_1318,kalo emang ijazahnya asli tinggal tunjukkin umpetin emang ijazanya palsu bikin gaduh seisi indonesia,2025-05-04T15:24:39Z,0,13
user_1364,sengkuni amin rais bikin onar,2025-05-04T03:25:35Z,0,13
user_1466,roy suryo mulutmu harimaumu cocotmu dobol kowol kowol bikin gaduh,2025-05-03T05:57:50Z,0,13
user_1870,bikin gaduh jokowi coba aja tunjuki tu ijasah klok bener,2025-04-30T17:11:03Z,1,13
user_1895,yg bikin gaduh negara jokowi kroni kroninya,2025-04-30T16:02:58Z,1,13
user_2144,silverter aja pas sma bikin thesis,2025-04-29T13:54:20Z,0,13
user_2192,gunanya ijazah jokowi orang udah selesai menjabat presiden bikin gaduh aja,2025-04-29T08:44:06Z,0,13
user_2256,presiden kerjanya bikin resah gaduh,2025-04-29T01:06:47Z,1,13
user_2275,jokowi tokoh zalim tdk tenang masyarakat ribet banget tunjukan izasah biar g bikin gaduh,2025-04-28T22:09:12Z,1,13
user_2283,kalu bikin gaduh bgm tunjukan,2025-04-28T20:53:08Z,1,13
user_2379,jokowi tukang bikin gaduh,2025-04-28T14:58:49Z,2,13
user_2651,nama tudak yg gaduh,2025-04-27T19:07:36Z,0,13
user_2662,penjarakan bikin gaduhan,2025-04-27T18:45:02Z,0,13
user_2756,g pengen bikin knp d tunjukin aja,2025-04-27T16:16:22Z,0,13
user_2760,tunjukkan aja joko jgn gaduh,2025-04-27T15:45:45Z,0,13
user_2879,si krempeng bikin gaduh trs moga cepet matot,2025-04-27T13:59:26Z,0,13
user_2916,jokowi bikin gaduh,2025-04-27T13:14:52Z,0,13
user_3166,bikin gaduh nih hrs,2025-04-27T06:09:04Z,0,13
user_3378,tolong yg mulia jokowi ijazah yg aslinya tunjukan gak malu bikin gaduh,2025-04-27T00:20:07Z,0,13
user_3537,emang si roy cs polanya udah ketauan bikin gaduh,2025-04-26T17:54:52Z,0,13
user_3671,jokowi malu jokowi menjilat ludah suka bikin gaduh,2025-04-26T16:01:39Z,0,13
user_3766,namax kebohongan slalu bikin gaduh berbelilit rakyat cerdas tau pembohongx klo jiwa penjilat tutup mata buta hatix kebenaran menjijikan,2025-04-26T15:05:43Z,0,13
user_3886,klo gk fitnah tinggal tunjukan aja ijazah yg asli nya klo emang hidup mu emang bikin gaduh,2025-04-26T13:59:04Z,0,13
user_3890,bikin polemik jokowi,2025-04-26T13:07:29Z,0,13
user_4053,engkong amin ente bikin gaduh negri tunggu dipersidangan aja penasaran kepingin tau,2025-04-26T12:03:34Z,1,13
user_4063,kesekian kali roy suryo bikin gaduh terima akibatnya,2025-04-26T11:58:41Z,1,13
user_4063,roy surya pembuat gaduh haha semoga biar yg,2025-04-26T11:56:44Z,0,13
user_4136,tangkap simpan penjara bikin onar,2025-04-26T10:38:57Z,0,13
user_2117,netizen udah gak gampang ditipu bro main fitnah fitnahan tuh udah zamannya sibuk ngulik ijazah orang mending ngaca udah kontribusi bangsa bikin gaduh,2025-04-26T08:46:37Z,0,13
user_4248,bikin gaduh,2025-04-26T08:43:47Z,0,13
user_4742,tunjukan publik klo emang ijazah gitu aj ruwet bikin gaduh makhluk occrp,2025-04-26T02:05:33Z,0,13
user_5254,yg bikin gaduh jokowi coba ijazahnya asli palsu lihatkan udah kelar ber belit bikin gaduh aja maunya pakde,2025-04-25T16:23:44Z,0,13
user_5454,bikin gaduh c jkw,2025-04-25T14:57:02Z,1,13
user_5840,jujur wwii jujur pahitusut tuntas si ijazah palsu bikin gaduh sja,2025-04-25T12:22:00Z,2,13
user_6031,suryo mbullet kerjaannya bikin gaduh mudah an kena penjara,2025-04-25T10:32:08Z,0,13
user_6170,jgn pusing penjarahkan aja roy suryo bikin gaduh,2025-04-25T08:42:30Z,0,13
user_6188,semoga roy cs masuk bui tukang bikin kacau negara yg gk manfaatnya,2025-04-25T08:31:12Z,0,13
user_6193,lulusan ruko dihadirkan bikin rusuh,2025-04-25T08:30:17Z,1,13
user_6309,seekor jkowi gaduh,2025-04-25T07:31:42Z,0,13
user_6496,ribet banget mulyono tunjukin ijasah aja susah bikin gaduh,2025-04-25T06:11:06Z,0,13
user_6823,gampang gak bikin gaduh tinggal in aja beres,2025-04-25T03:07:59Z,0,13
user_6903,tv one bikin acara negara makmur jngn bikin acara ribut,2025-04-25T02:25:38Z,0,13
user_6902,orang gak pintar susahnya tinggal ijazah nya ngeyel bikin gaduh bodo dipelihara bikin ruwet,2025-04-25T02:23:41Z,0,13
user_6983,ijazahnya selesai bikin bikin semirip ijazahnya keluarin susahnya ijazahnya abal liatin susah bikin semirip blundernya kalo tau ijazahnya mudahnya bikin semirip blundernya hahaha kesusahan bikin ijazahnya ngomongin ijazahnya kapten bajak laut palnet mars,2025-04-25T01:39:42Z,0,13
user_7012,mulyono cs senang banget bikin gaduh klo bener asli tunjukin klo ga yg salah knp takut kluarin izasah senang banget bikin onar,2025-04-25T01:22:53Z,0,13
