author,text,published_at,like_count
user_11363,"Rakyat masih lebih percaya Jokowi , Gibran ,dan keluarga termasuk institusi Ugm, hasil penyidikan pihak terkait atas ijazah Jokowi sah asli dari pada komen Roy suryo cs , titik",2025-05-29T06:55:52Z,0
user_3208,Sanget benar p mahfot orang2 yg menggugat ijasanya ilmu berfikirnya tida mendasar kelompok yg menggugat jelas ingin merusak tatanan bangsa dn negara siyapapun orang punya kepinteran percuma kalao gapunya ilmu berfikir yg mendasar bisa dianggab tida waras Ida punya pikiran sehat orang pinter kalao ambisinya dikuwasai kebenyciyan tergolong dg orang2 rusak kalao orng politik atau orang yg pinter ilmu berfikirnya rusak tida mendasar bisa merusak bangsa dn negara kalao bangsa dn negara rusak akibatnya seluruh rakyat indonisiya itu perlu difikir jangan selalu dibiyarkan tapi rusaknya preman hanya merusak segelenter orang aja tapi kalao rusaknya orang pinter atau politik kalao dibiyarkan rusak sanget berbahaya kebangsa dg negara apa dibiyarkan kalao selalu bikin gamendasar coba difikir dg orang2 pejabat,2025-05-29T03:39:32Z,0
user_25920,Nah peryataan yang seperti ini nih yang logis dan masuk akal,2025-05-29T03:04:22Z,0
user_8741,Mahfud pendapat yg stengah2 percuma,2025-05-29T01:44:53Z,0
user_34163,"JADILAH ORANG YG BAIK,JUJUR,BENAR, ADIL, TAQWALAH KPD TUHAN ALLAH SWT",2025-05-28T23:03:56Z,0
user_16500,"Sejauh pengamatan saya...   struktur tulang hidung mnusia hanya mengalami perubahan saat masih bayi hingga usia kanak2. Setelah memasuki usia dewasa hingga kakek nenek...   bentuk tulang batang  hidung tidak lagi mengalami perubahan rupa strukturnya..meskipun  kulit wajah sudah keriput dimakan usia sampe kakek nenek.
Apakah tuan2 buta melihat perbedaan yg sangat dari struktur hidung bgian ujung di ijazah yg berkacamata dgn pemilik wajah asli😔  
Berlaku adillah klian dan tegakkn keadilan.  Katakan bhwa yg benar itu benar dan bhwa yg salah adalah salah😔",2025-05-28T16:33:23Z,0
user_34495,ya benar yg dikatakan pak MD tidk memihak tapi ya memang begitu adanya. ini org cerdas dan bisa memilih antara kepentingan dan kebenaran.,2025-05-28T14:41:11Z,0
user_27404,"Betul sekali kata pak mafud md tidak ada yg diuntung mengenai asli dan tidak nya ijazah,kecuali hanya orang yang benci pada pak jokowi.",2025-05-28T14:20:44Z,0
user_9165,"Ngaur Mahfud MD ini, semakin gaduh dan orang gila Mahfud MD ini, tolol aja.. seolah2 dia sendiri paham hukum tata negara dan pidana.. tolol aja..",2025-05-28T13:52:14Z,0
user_9996,Benar pak bapak hebat  ❤,2025-05-28T13:30:46Z,0
